RANK,COMPANY,EXECUTIVE NAME,NET WORTH,COUNTRY
1437,Infrastructure,P.P. Reddy,2300000000.0,India
1438,Consumer goods,Stein Erik Hagen,2300000000.0,Norway
1439,Chemicals,Anita Zucker,2300000000.0,United States
1440,Luxury goods,Domenico Dolce,2300000000.0,Italy
1440,Luxury goods,Stefano Gabbana,2300000000.0,Italy
1442,Real estate,Bob Ell,2300000000.0,Australia
1443,"Construction, mining machinery",Xu Shugen,2300000000.0,China
1444,Furniture,Wong Man Li,2300000000.0,Hong Kong
1445,Electronics,Yeung Kin-man,2300000000.0,Hong Kong
1446,WeWork,Adam Neumann,2300000000.0,Israel
1447,Hedge fund,Christopher Rokos,2300000000.0,United Kingdom
1448,"Shipping, airlines",Chang Kuo-Hua,2300000000.0,Taiwan
1449,Soy sauce,Cheng Xue,2300000000.0,China
1450,Private equity,Kenneth Hao,2300000000.0,United States
1450,Private equity,Greg Mondre,2300000000.0,United States
1450,Private equity,Egon Durban,2300000000.0,United States
1453,"Real estate, grains",Stefan Soloviev,2300000000.0,United States
1454,Auto parts,Maria-Elisabeth Schaeffler-Thumann,2300000000.0,Germany
1455,Construction,John Fish,2300000000.0,United States
1456,"Magazines, media",Yvonne Bauer,2300000000.0,Germany
1457,Pharmaceuticals,Wu Yiling,2300000000.0,China
1458,Las Vegas Raiders,Mark Davis,2300000000.0,United States
1459,Precision machinery,Zhang Jingzhang & family,2300000000.0,China
1460,"Oil, investments",Lee Bass,2300000000.0,United States
1461,Banking,Leonard Abess,2300000000.0,United States
1462,"Retail, agribusiness",Brett Blundy,2300000000.0,Australia
1463,Columbia Sportswear,Timothy Boyle,2300000000.0,United States
1464,Wires and cables,Ajay Jaisinghani,2300000000.0,India
1465,Marketing software,Andrew Bialecki,2300000000.0,United States
1466,Paints,Hermanto Tanoko,2200000000.0,Indonesia
1467,Fashion,Tom Ford,2200000000.0,United States
1468,Cables and wires,Ramesh Jaisinghani,2200000000.0,India
1469,Real estate,Jupally Rameshwar Rao,2200000000.0,India
1470,Real Estate,Jonathan Kwok,2200000000.0,Hong Kong
1470,Real estate,Geoffrey Kwok,2200000000.0,Hong Kong
1472,Adhesives,Mrudula Parekh,2200000000.0,India
1473,Pharmaceuticals,George Yancopoulos,2200000000.0,United States
1474,Insurance,Rolf Gerling,2200000000.0,Germany
1475,Greek yogurt,Hamdi Ulukaya,2200000000.0,Turkey
1476,Retail,Michael Ying,2200000000.0,Hong Kong
1477,Technology,Anand Deshpande,2200000000.0,India
1478,Hedge funds,Noam Gottesman,2200000000.0,United States
1479,Casinos,Lim Kok Thay,2200000000.0,Malaysia
1480,Consumer goods,Carl Ferdinand Oetker,2200000000.0,Germany
1480,Consumer goods,Julia Oetker,2200000000.0,Germany
1480,Consumer goods,Alfred Oetker,2200000000.0,Germany
1483,"Construction, media",Olivier Bouygues,2200000000.0,France
1484,Mutual funds,Reinfried Pohl Jr,2200000000.0,Germany
1485,"Construction, media",Martin Bouygues,2200000000.0,France
1486,Infrastructure,P.V. Krishna Reddy,2200000000.0,India
1487,Hedge funds,Henry Swieca,2200000000.0,United States
1488,Cloud computing,Ryan Smith,2200000000.0,United States
1489,Smartphone screens,Lam Wai-ying,2200000000.0,Hong Kong
1490,Fashion retail,Tang Yiu,2200000000.0,Hong Kong
1491,Coca-Cola Israel,David Wertheim,2200000000.0,Israel
1492,Diversified,Enrique Coppel Luken,2200000000.0,Mexico
1493,"Refinery, chemicals",Radik Shaimiev,2200000000.0,Russia
1494,Diversified,Filiz Sahenk,2200000000.0,Turkey
1495,Mutual funds,David Booth,2200000000.0,United States
1496,TV broadcasting,Zygmunt Solorz,2200000000.0,Poland
1497,Banking,Jamie Dimon,2200000000.0,United States
1498,Construction,D. Leopoldo Del Pino,2200000000.0,Spain
1499,TikTok,Liang Rubo,2200000000.0,China
1499,Software,Cameron Adams,2200000000.0,Australia
1501,Oil & gas,Mika Anttonen,2200000000.0,Finland
1502,"Space, energy",Kamal Ghaffarian,2200000000.0,United States
1503,"Refinery, chemicals",Albert Shigaboutdinov,2200000000.0,Russia
1504,Private equity,Lawrence Golub,2200000000.0,United States
1505,Investments,Katarina Martinson,2200000000.0,Sweden
1506,"Refinery, chemicals",Rustem Sulteev,2200000000.0,Russia
1507,Private equity,Joseph Bae,2200000000.0,United States
1508,Clinical trials,Dennis Gillings,2200000000.0,United Kingdom
1509,Logistics,Jim Thompson,2200000000.0,United Kingdom
1510,Energy,Timothy Dunn & family,2200000000.0,United States
1511,Homebuilder,Paul Saville,2200000000.0,United States
1512,Apple,Tim Cook,2200000000.0,United States
1513,Private equity,Alec Gores,2200000000.0,United States
1514,"Hotels, investments",Jennifer Pritzker,2200000000.0,United States
1515,Inherited,Remi Dassault,2200000000.0,France
1515,Inherited,Helena Dassault,2200000000.0,France
1515,Inherited,Natacha Nikolajevic,2200000000.0,France
1518,Banking,Julio Bozano,2200000000.0,Brazil
1519,Private equity,Howard Marks,2200000000.0,United States
1520,Hedge funds,Larry Robbins,2200000000.0,United States
1521,Software,Anthony Casalena,2200000000.0,United States
1522,Department stores,Luciano Hang,2200000000.0,Brazil
1523,Finance,Dermot Desmond,2200000000.0,Ireland
1524,Media,Pier Silvio Berlusconi,2200000000.0,Italy
1525,Media,Marina Berlusconi,2200000000.0,Italy
1526,Airport,Dmitry Kamenshchik,2200000000.0,Russia
1527,Food processing,Barbara Tyson,2200000000.0,United States
1528,Dairy,R.G. Chandramogan,2100000000.0,India
1529,"Pulp and paper, diversified",Boris Zingarevich,2100000000.0,Russia
1530,Diversified,Henry Sy Jr,2100000000.0,Philippines
1531,"Nutella, chocolates",Maria Franca Fissolo,2100000000.0,Italy
1532,Cargill,Alexandra Daitch,2100000000.0,United States
1532,Cargill,Lucy Stitzer,2100000000.0,United States
1532,Cargill,Sarah MacMillan,2100000000.0,United States
1535,"Coffee, shipping",Prayudh Mahagitsiri,2100000000.0,Thailand
1536,"Mining, commodities",Alex Beard,2100000000.0,United Kingdom
1537,"Real estate, investments",Bahaa Hariri,2100000000.0,Lebanon
1538,Electronics,Cai Huabo,2100000000.0,China
1539,Pharmaceuticals,An Kang,2100000000.0,China
1540,Education,Michael Minhong Yu,2100000000.0,China
1541,Real estate,Irfan Razack,2100000000.0,India
1542,Facebook,Sheryl Sandberg,2100000000.0,United States
1543,Frozen foods,Sam Goi,2100000000.0,Singapore
1544,Sports teams,Jerry Reinsdorf,2100000000.0,United States
1545,Real estate,Rezwan Razack,2100000000.0,India
1546,Education,Zhang Bangxin,2100000000.0,China
1547,H&M,Karl-Johan Persson,2100000000.0,Sweden
1548,Investments,Stephan Schmidheiny,2100000000.0,Switzerland
1549,Information technology,Karin Schick,2100000000.0,Germany
1550,Real estate,Bill Malhotra,2100000000.0,Canada
1551,Real estate,Noaman Razack,2100000000.0,India
1552,Hedge funds,James Dinan,2100000000.0,United States
1553,"Real estate, airport",Alexander Skorobogatko,2100000000.0,Russia
1554,Electrical equipment,Wang Yanqing & family,2100000000.0,China
1555,Cosmetics,Hou Juncheng,2100000000.0,China
1556,Investments,Louise Lindh,2100000000.0,Sweden
1557,"Pulp and paper, diversified",Zakhar Smushkin,2100000000.0,Russia
1558,Payroll software,Steven Sarowitz,2100000000.0,United States
1559,Dental products,Heikki Kyostila,2100000000.0,Finland
1560,Steel,Clayton Zekelman,2100000000.0,Canada
1561,Shipbuilding,Kommer Damen,2100000000.0,Netherlands
1562,Diversified,Fernando Masaveu Herrero,2100000000.0,Spain
1563,Getty Oil,Gordon Getty,2100000000.0,United States
1564,"Banking, credit cards",T. Denny Sanford,2100000000.0,United States
1565,"Banking, insurance",Ion Tiriac,2100000000.0,Romania
1566,"Animal health, investments",Georgi Domuschiev,2100000000.0,Bulgaria
1566,"Animal health, investments",Kiril Domuschiev,2100000000.0,Bulgaria
1568,Tires,Wang Xicheng & family,2100000000.0,China
1569,Biopharmaceuticals,Park Soon-jae,2100000000.0,South Korea
1570,Investments,Thaksin Shinawatra,2100000000.0,Thailand
1571,Real estate,Hui Wing Mau,2100000000.0,Hong Kong
1572,Private equity,David Golub,2100000000.0,United States
1573,Real estate,Jitendra Virwani,2100000000.0,India
1574,Investments,Chen Jinxia,2100000000.0,China
1575,Mining,John Hancock,2100000000.0,Australia
1576,Investments,Thor Bjorgolfsson,2100000000.0,Iceland
1577,Fashion,Sandro Veronesi & family,2100000000.0,Italy
1578,"Loews, New York Giants",Jonathan Tisch,2100000000.0,United States
1579,Biotech,Alice Schwartz,2100000000.0,United States
1580,"Elevators, escalators",Ilkka Herlin,2100000000.0,Finland
1581,Software,Valentin Kipyatkov,2100000000.0,Cyprus
1582,Mining,Ginia Rinehart,2100000000.0,Australia
1583,Chemicals,Hu Rongda & family,2100000000.0,China
1584,Real estate,Adam Kwok,2100000000.0,Hong Kong
1585,Manufacturing,Fiona Geminder,2100000000.0,Australia
1586,Construction,Mehmet Sinan & Family Tara,2100000000.0,Turkey
1587,Investments,Igor Makarov,2100000000.0,Cyprus
1588,Golden State Warriors,Joe Lacob,2100000000.0,United States
1589,Storage facilities,B. Wayne Hughes Jr,2100000000.0,United States
1590,Wedding dresses,Alberto Palatchi,2100000000.0,Spain
1591,Diversified,Hans Sy,2100000000.0,Philippines
1592,"Casinos, hotels",Elaine Wynn,2100000000.0,United States
1593,Cheese,James Leprino,2100000000.0,United States
1594,Software,Fabien Pinckaers,2100000000.0,Belgium
1595,Hotels,Miguel Fluxa Rossello,2100000000.0,Spain
1596,Videogames,Pawel Marchewka,2100000000.0,Poland
1597,Mining,Bianca Rinehart,2100000000.0,Australia
1597,Mining,Hope Welker,2100000000.0,Australia
1599,Electric scooters,Dong Jinggui,2100000000.0,China
1600,Finance,Thomas Wu,2100000000.0,Taiwan
1601,Chemicals,Deepak Mehta,2000000000.0,India
1602,Solar equipment,Gao Jifan & family,2000000000.0,China
1603,Online dating,Andrey Andreev,2000000000.0,United Kingdom
1604,cryptocurrency,Tim Draper,2000000000.0,United States
1605,Supermarkets,Fernando Roig,2000000000.0,Spain
1606,"Real estate, asset management",David Adelman,2000000000.0,United States
1607,Finance,Bennett Rosenthal,2000000000.0,United States
1608,Sears,Edward Lampert,2000000000.0,United States
1609,Diversified,Kim Jun-ki,2000000000.0,South Korea
1610,Biopharmaceuticals,Karin Sartorius-Herbst,2000000000.0,Germany
1611,Investments,Elisabeth Douglas,2000000000.0,Sweden
1612,Security,Michael Ashcroft,2000000000.0,United Kingdom
1613,Technology services,Raj Sardana,2000000000.0,United States
1614,Telecom,Craig McCaw,2000000000.0,United States
1615,"hospitals, health insurance",Candido Pinheiro Koren de Lima & family,2000000000.0,Brazil
1616,"Motorhomes, RVs",Francois Feuillet & family,2000000000.0,France
1617,Hedge funds,Thomas Steyer,2000000000.0,United States
1618,Cell phone distribution,Marcelo Claure,2000000000.0,United States
1619,Real estate,Katsumi Tada,2000000000.0,Japan
1620,H&M,Tom Persson,2000000000.0,Sweden
1621,Chemical,Shen Xiqiang & family,2000000000.0,China
1622,Retail,Gerry Harvey,2000000000.0,Australia
1623,Sports teams,Tom Werner,2000000000.0,United States
1624,"Hotels, investments",Linda Pritzker,2000000000.0,United States
1625,Real estate,Kabir Mulchandani,2000000000.0,India
1626,Software,Safra Catz,2000000000.0,United States
1627,Diversified,Herbert Sy,2000000000.0,Philippines
1628,Damaged cars,A. Jayson Adair,2000000000.0,United States
1629,Tennessee Titans,Amy Adams Strunk,2000000000.0,United States
1630,Semiconductors,Cho Jyh-jer,2000000000.0,Taiwan
1631,Real estate,Yoshiko Mori,2000000000.0,Japan
1632,Dairy & consumer products,Bambang Sutantio,2000000000.0,Indonesia
1633,E-commerce,Ales Zavoral,2000000000.0,Czech Republic
1634,"Engineering, sugar",Dhruv Sawhney,2000000000.0,India
1635,Package delivery,Huijiao Yu,2000000000.0,China
1636,H&M,Charlotte Soderstrom,2000000000.0,Sweden
1637,Electrical equipment,Zhu Xingming,2000000000.0,China
1638,Price comparison website,Simon Nixon,2000000000.0,United Kingdom
1639,Campbell Soup,Charlotte Colket Weber,2000000000.0,United States
1640,"Real estate, private equity",Jack Cockwell,2000000000.0,Canada
1641,Investments,Oren Zeev,2000000000.0,Israel
1642,"Forestry, mining",Roberto Angelini Rossi,2000000000.0,Chile
1643,Real estate,David Lichtenstein,2000000000.0,United States
1644,Retail,Dragos Paval,2000000000.0,Romania
1645,Art collection,Esther Grether,2000000000.0,Switzerland
1646,Software,Eugene Kaspersky,2000000000.0,Russia
1647,Semiconductors,Susan Ocampo & family,2000000000.0,United States
1648,Fashion retail,Mustafa Kucuk,2000000000.0,Turkey
1649,Shipping,Gary Chouest & family,2000000000.0,United States
1650,Restaurants,Shu Ping,2000000000.0,Singapore
1651,Flavorings,Chu Lam Yiu,2000000000.0,Hong Kong
1652,Money management,Clifford Asness,2000000000.0,United States
1653,Business software,Wang Wenjing,2000000000.0,China
1654,Real estate,Zhang Li,2000000000.0,China
1655,Supermarkets,Howard Butt III & family,2000000000.0,United States
1656,"Real estate, airport",Alexander Ponomarenko,2000000000.0,Russia
1657,Medical equipment,Amy Wyss,2000000000.0,United States
1658,Pharmaceuticals,Wang Junmin,2000000000.0,China
1659,Investments,Samuel Chen,2000000000.0,Taiwan
1660,Real estate,Mofatraj Munot,2000000000.0,India
1661,Shoes,Alex Birkenstock,2000000000.0,Germany
1662,Finance,Jeffrey Koo Jr,2000000000.0,Taiwan
1663,Investments,Hamad bin Jassim bin Jaber Al Thani,2000000000.0,Qatar
1664,Motorcycles,Pawan Munjal,2000000000.0,India
1665,Diversified,Hamdi Akin & family,2000000000.0,Turkey
1666,Software,Parker Conrad,2000000000.0,United States
1667,Natural gas,Dan Wilks,2000000000.0,United States
1668,"Steel pipes, diversified",Victor Pinchuk,2000000000.0,Ukraine
1669,Car dealerships,Huang Yi,2000000000.0,Hong Kong
1670,Real estate,David Mindus,2000000000.0,Sweden
1671,Security software,Zhou Hongyi,2000000000.0,China
1672,Real estate,Qi Jinxing,2000000000.0,China
1673,Private equity,Marc Lipschultz,2000000000.0,United States
1674,"Insurance, investments",Hal Jackman,2000000000.0,Canada
1675,Supermarkets,Stephen Butt & family,2000000000.0,United States
1676,Investments,Kie Chie Wong,2000000000.0,Malaysia
1677,Real estate,Larry Connor & family,2000000000.0,United States
1678,Supply chain services,Stephen Orenstein & family,2000000000.0,United States
1679,Pharmaceuticals,M.Satyanarayana Reddy,2000000000.0,India
1680,artificial intelligence,Alexandr Wang,2000000000.0,United States
1681,"Oil, investments",William Koch,2000000000.0,United States
1682,Salsa,Christopher Goldsbury,2000000000.0,United States
1683,"Casinos, banking",William Boyd & family,1900000000.0,United States
1684,"Retail, wholesale",Sergei Katsiev,1900000000.0,Russia
1685,Software,James Scapa,1900000000.0,United States
1686,Finance,David Kaplan,1900000000.0,United States
1687,Real estate,John Goff,1900000000.0,United States
1688,Beverages,Ni Yongpei & family,1900000000.0,China
1689,Electronics,Zhao Lixin,1900000000.0,China
1690,Diversified,Dominika Kulczyk,1900000000.0,Poland
1691,Natural gas,Farris Wilks,1900000000.0,United States
1692,E-cigarettes,Riaz Valani,1900000000.0,United States
1693,Car dealerships,Terry Taylor,1900000000.0,United States
1694,Financial technology,David Zalik,1900000000.0,United States
1695,Sports team,Leslie Alexander,1900000000.0,United States
1696,Convinience stores,Richard Fortin,1900000000.0,Canada
1697,Healthcare,Devi Shetty,1900000000.0,India
1698,Pharmaceuticals,Phillip Frost,1900000000.0,United States
1699,Online media,Todd Wagner,1900000000.0,United States
1700,Twitter,Evan Williams,1900000000.0,United States
1701,Chemicals,Vinod Saraf,1900000000.0,India
1702,Luxury goods,Nicola Bulgari,1900000000.0,Italy
1703,Healthcare,John Abele,1900000000.0,United States
1704,Airlines,Vladislav Filev & family,1900000000.0,Russia
1705,Construction,Jorge Mas,1900000000.0,United States
1706,Software services,S.D. Shibulal,1900000000.0,India
1707,Pharmaceuticals,Girdhari Lal Bawri,1900000000.0,India
1708,Wine,Wu Shaoxun,1900000000.0,China
1709,Machine tools,Peter Leibinger,1900000000.0,Germany
1709,Machine tools,Regine Leibinger,1900000000.0,Germany
1709,Manufacturing,Nicola Leibinger-Kammueller,1900000000.0,Germany
1712,"Food, beverages",Wei Ing-Chou,1900000000.0,Taiwan
1713,Media,Luiz Frias,1900000000.0,Brazil
1714,Investments,Peter Sondakh,1900000000.0,Indonesia
1715,"Elevators, escalators",Ilona Herlin,1900000000.0,Finland
1716,Health IT,Keith Dunleavy & family,1900000000.0,United States
1717,Supermarkets,Ilson Mateus & family,1900000000.0,Brazil
1718,"Precious metals, real estate",Gavril Yushvaev & family,1900000000.0,Russia
1719,Diversified,Harley Sy,1900000000.0,Philippines
1720,Finance,Michael Arougheti,1900000000.0,United States
1721,Financial services,William Foley II,1900000000.0,United States
1722,Software,Patrick Hanrahan,1900000000.0,United States
1723,Media,Jose Roberto Marinho,1900000000.0,Brazil
1724,Investments,Oei Hong Leong,1900000000.0,Singapore
1725,Media,Joao Roberto Marinho,1900000000.0,Brazil
1726,"Food, beverages",Wei Ying-Chiao,1900000000.0,Taiwan
1726,"Food, beverages",Wei Yin-Chun,1900000000.0,Taiwan
1726,"Food, beverages",Wei Yin-Heng,1900000000.0,Taiwan
1729,Manufacturing,Qiu Wensheng,1900000000.0,China
1730,Beer distribution,Duke Reyes,1900000000.0,United States
1731,E-commerce,Mu Rongjun,1900000000.0,China
1732,"Banking, investments",Roberto Hernandez Ramirez,1900000000.0,Mexico
1733,Hedge funds,Marc Lasry,1900000000.0,United States
1734,Media,Roberto Irineu Marinho,1900000000.0,Brazil
1735,"Consumer products, banking",Ho Hung Anh,1900000000.0,Vietnam
1736,broadcasting,Edir Macedo & family,1900000000.0,Brazil
1737,Healthcare services,Alan Miller & family,1900000000.0,United States
1738,"TV, movie production",Wang Changtian,1900000000.0,China
1739,Leveraged buyouts,Ronald Perelman,1900000000.0,United States
1740,Paint,Hong Jie,1900000000.0,China
1741,Home furnishings,Will Adderley,1900000000.0,United Kingdom
1742,Money management,Mario Gabelli,1900000000.0,United States
1743,Software,Alex Shevchenko,1900000000.0,Canada
1743,Software,Max Lytvyn,1900000000.0,Canada
1745,Electronics components,Zhang Wanzhen,1900000000.0,China
1746,Electronics,Lin Xiucheng & family,1900000000.0,China
1747,Glass,Yin Yee Lee,1900000000.0,China
1748,Cables,Anil Gupta,1900000000.0,India
1749,Logistics,Chow Shing Yuk,1900000000.0,Hong Kong
1750,Motorcycles,Suman Munjal,1900000000.0,India
1751,Pharmaceuticals,Banwari Lal Bawri,1900000000.0,India
1752,Pharmaceuticals,Rajendra Agarwal,1900000000.0,India
1753,Oil refinery,Massimo Moratti,1900000000.0,Italy
1754,Medical devices,Weng Xianding,1900000000.0,China
1755,Medical products,James Leininger,1900000000.0,United States
1756,Motorcycles,Renu Munjal,1800000000.0,India
1757,Chemicals,Xu Jinfu & family,1800000000.0,China
1758,Fashion retail,Sefik Yilmaz Dizdar,1800000000.0,Turkey
1759,Venture capital investing,Marc Andreessen,1800000000.0,United States
1760,Investment banking,Herbert Allen Jr & family,1800000000.0,United States
1761,Coal,Dmitry Nikolaev,1800000000.0,Russia
1762,Building materials,Wong Luen Hei,1800000000.0,China
1763,Video games,Kagemasa Kozuki,1800000000.0,Japan
1764,Cruises,Manfredi Lefebvre d'Ovidio & family,1800000000.0,Italy
1765,Asset management,Conni Jonsson,1800000000.0,Sweden
1766,Comcast,Brian Roberts,1800000000.0,United States
1767,Arca Continental,Cynthia Helena Grossman Fleishman,1800000000.0,Mexico
1768,"Real estate, electronics",Richard Chang,1800000000.0,Taiwan
1769,Real estate finance,Jay Hennick,1800000000.0,Canada
1770,Diversified,Nihat Ozdemir,1800000000.0,Turkey
1771,Diversified,Teresita Sy-Coson,1800000000.0,Philippines
1772,Budget airline,Wang Zhenghua,1800000000.0,China
1773,Batteries,Wu Kai,1800000000.0,China
1774,Diversified,Stefan Olsson,1800000000.0,Sweden
1775,Pharmaceuticals,Dong Wei,1800000000.0,China
1776,Cosmetics,Suh Kyung-bae,1800000000.0,South Korea
1777,"Telecommunication, sports",Irving Grousbeck & family,1800000000.0,United States
1778,Investments,Peter Lim,1800000000.0,Singapore
1779,Banking,Alfredo Egydio Arruda Villela Filho,1800000000.0,Brazil
1780,Edible oil,Sun Mengquan & family,1800000000.0,China
1781,Satellite TV,Charles Ergen,1800000000.0,United States
1782,Diversified,Binod Chaudhary,1800000000.0,Nepal
1783,Pharmaceuticals,Mario Germano Giuliani,1800000000.0,Switzerland
1784,Estee Lauder,William Lauder,1800000000.0,United States
1785,"Banking, shipping",Marianna Latsis & family,1800000000.0,Greece
1786,Construction,Huang Zhenda & family,1800000000.0,China
1787,Diversified,Sezai Bacaksiz,1800000000.0,Turkey
1788,Real estate,Yan Zhi,1800000000.0,China
1789,Consumer goods,Christoph Henkel,1800000000.0,Germany
1790,retail,Vladimir Fartushnyak,1800000000.0,Russia
1791,Candy,Maike Oberwelland-Height,1800000000.0,Germany
1792,Cables & wires,Girdhari Jaisinghani,1800000000.0,India
1793,Pearlescent pigments,Xie Bingkun & family,1800000000.0,China
1794,Retail,Robert Miller,1800000000.0,United Kingdom
1795,Hedge funds,Brian Higgins,1800000000.0,United States
1795,Hedge funds,O. Francis Biondi,1800000000.0,United States
1797,"Finance, development",Sergei Sudarikov,1800000000.0,Russia
1798,Financial services,Michael Heine,1800000000.0,Australia
1799,Nutritional supplements,Liang Yunchao,1800000000.0,China
1800,Batteries,Zhao Fenggang,1800000000.0,China
1801,Finance,Mark Coombs,1800000000.0,United Kingdom
1802,Telecom,Strive Masiyiwa,1800000000.0,Zimbabwe
1803,"Healthcare, Investments",Wichai Thongtang,1800000000.0,Thailand
1804,Drugstores,Masateru Uno & family,1800000000.0,Japan
1805,mobile games,Andrew Karam,1800000000.0,United States
1806,Diversified,Andrew Tan,1800000000.0,Philippines
1807,Shipping,Andreas Martinos & family,1800000000.0,Greece
1808,Financial services,Raamdeo Agrawal,1800000000.0,India
1809,Sports apparel,Lai Shixian,1800000000.0,China
1810,"Fashion retail, investments",Sabrina Benetton,1800000000.0,Italy
1811,Diversified,Phongthep Chiaravanont,1800000000.0,Thailand
1812,Pharmaceuticals,Zhao Tao,1800000000.0,Singapore
1813,Bloomberg LP,Duncan MacMillan,1800000000.0,United States
1814,Solar inverters,Wang Junshi & family,1800000000.0,China
1815,"Banking, oil",Zadik Bino & family,1800000000.0,Israel
1816,Diversified,Suhail Bahwan,1800000000.0,Oman
1817,Entertainment,Bang Si-hyuk,1800000000.0,South Korea
1818,Sports apparel,Wang Wenmo,1800000000.0,China
1819,Chemicals,Pavan Jain,1800000000.0,India
1820,Fintech,Adriaan Mol,1800000000.0,Netherlands
1821,"Nascar, racing",James France,1800000000.0,United States
1822,Loews,Wilma Tisch,1800000000.0,United States
1823,Diversified,Rubén Coppel Luken,1800000000.0,Mexico
1824,"Airports, real estate",Terry Snow,1800000000.0,Australia
1825,Investments,Marek Dospiva,1800000000.0,Czech Republic
1826,TV programs,John de Mol,1800000000.0,Netherlands
1827,Financial services,Motilal Oswal,1800000000.0,India
1828,Automotive technology,Amnon Shashua,1800000000.0,Israel
1829,Diversified,Mohammed Dewji,1800000000.0,Tanzania
1830,Medical patents,Gary Michelson,1800000000.0,United States
1831,Technology,Hu Yangzhong,1800000000.0,China
1832,Diversified,Somsri Lamsam,1800000000.0,Thailand
1833,Appliances,Ulrike Meister,1800000000.0,Germany
1834,Mobile games,Ling Tang,1800000000.0,Canada
1835,Manufacturing,Yeh Kuo-I,1800000000.0,Taiwan
1836,Investments,Jaroslav Hascak & family,1800000000.0,Slovakia
1837,Mobile gaming,Liu Wei,1800000000.0,China
1838,Telecom,David Teoh,1800000000.0,Australia
1839,Pharmaceuticals,Ke Zunhong & family,1800000000.0,China
1840,Biotech,Timothy Springer,1800000000.0,United States
1841,Real estate,Lesley Bamberger,1800000000.0,Netherlands
1842,Auto parts,Jiang Yintai & family,1800000000.0,China
1843,Electrical appliances,Kochouseph Chittilappilly,1800000000.0,India
1844,food delivery service,Tony Xu,1800000000.0,United States
1845,Gap,Robert Fisher,1800000000.0,United States
1846,Diversified,Manas Chiaravanond,1800000000.0,Thailand
1847,Private equity,Michael Rees,1800000000.0,United States
1848,Kitchen appliances,Franziska Wuerbser,1800000000.0,Germany
1849,Appliances,Gabriella Meister,1800000000.0,Germany
1850,Venture capital,Jim Breyer,1800000000.0,United States
1851,Art,Ezra Nahmad,1800000000.0,Monaco
1852,Pharmaceuticals,Chirayu Amin,1700000000.0,India
1853,Pinterest,Paul Sciarra,1700000000.0,United States
1854,Pharmaceuticals,Satish Reddy,1700000000.0,India
1855,Steel,Alan Zekelman,1700000000.0,Canada
1856,Energy drinks,Sathien Sathientham,1700000000.0,Thailand
1857,Diversified,Prathip Chiravanond,1700000000.0,Thailand
1858,"Shapewear, skincare",Kim Kardashian,1700000000.0,United States
1859,Waste disposal,Xiang Guangming & family,1700000000.0,China
1860,consumer goods,Radhe Shyam Agarwal,1700000000.0,India
1861,Urban Outfitters,Richard Hayne,1700000000.0,United States
1862,"Real estate, gambling",Zbigniew Juroszek & family,1700000000.0,Poland
1863,rolling papers,Don Levin,1700000000.0,United States
1864,Cosmetics,Lyu Yixiong,1700000000.0,China
1865,Footwear,Wang Chou-hsiong,1700000000.0,Taiwan
1866,"Textiles, paper",Rajinder Gupta,1700000000.0,India
1867,Optical components,Scott Lin,1700000000.0,Taiwan
1868,Transportation,Jerry Moyes & family,1700000000.0,United States
1869,Chemicals,Zhang Ning,1700000000.0,Canada
1870,Movies,Manoj Punjabi,1700000000.0,Indonesia
1871,Asset management,Gregg Hymowitz,1700000000.0,United States
1872,"home building, banking",Rubens Menin Teixeira de Souza,1700000000.0,Brazil
1873,Payment processing,Jared Isaacman,1700000000.0,United States
1874,Insurance,George Joseph,1700000000.0,United States
1875,"Pharmaceuticals, food",Shyam Bhartia,1700000000.0,India
1876,Real estate,Thomas Kwok,1700000000.0,Hong Kong
1877,Medical devices,Dong Fan,1700000000.0,China
1878,Diversified,Hari Bhartia,1700000000.0,India
1879,Chemicals,Lee Dong-chae,1700000000.0,South Korea
1880,"Insurance, investments",V. Prem Watsa,1700000000.0,Canada
1881,Steel,Giovanni Arvedi,1700000000.0,Italy
1882,Apparel,Li Rucheng,1700000000.0,China
1883,"Commodities, investments",Gary Fegel,1700000000.0,Switzerland
1884,Data centers,Otto Toto Sugiri,1700000000.0,Indonesia
1885,Bakeries,Louis Le Duff,1700000000.0,France
1886,Electronics,Ramesh Kunhikannan,1700000000.0,India
1887,Retail stores,Philippe Ginestet & family,1700000000.0,France
1888,Media,Pierre Karl Péladeau,1700000000.0,Canada
1889,Medical devices,David Paul,1700000000.0,United States
1890,Estee Lauder,Aerin Lauder,1700000000.0,United States
1891,Technology,Chang Jing,1700000000.0,China
1892,"Telecom, investments",Vladimir Yevtushenkov,1700000000.0,Russia
1893,Textiles,Rameshchandra Jain,1700000000.0,India
1894,Retail,Sergey Lomakin,1700000000.0,Russia
1895,Fast fashion,Vladimir Melnikov,1700000000.0,Russia
1896,Real estate,Wang Chaobin,1700000000.0,China
1897,LG,Koo Kwang-mo,1700000000.0,South Korea
1898,"Hotels, investments",Matthew Pritzker,1700000000.0,United States
1899,Appliances,Ni Zugen,1700000000.0,China
1900,Restaurants,Li Haiyan,1700000000.0,China
1901,Gap,William Fisher,1700000000.0,United States
1902,Auto parts,Fritz Draexlmaier,1700000000.0,Germany
1903,financial services,Guilherme Benchimol,1700000000.0,Brazil
1904,Chemicals,Meng Qingshan & family,1700000000.0,China
1905,Pet food,Torsten Toeller,1700000000.0,Germany
1906,Diversified,José Coppel Luken,1700000000.0,Mexico
1906,Diversified,Alberto Coppel Luken,1700000000.0,Mexico
